,Регион отбытия,Регион прибытия,Год,Всего мигрантов в возрасте 14 лет и более,Военно-служащие,Руководители,"Специалисты высшего уровня квалификации, всего",Специалисты ВУК в области науки и техники,Специалисты ВУК в области здраво-охранения,Специалисты ВУК в области образования,Специалисты ВУК в сфере бизнеса и администрирования,Специалисты ВУК по инфор-мационно-коммуникационным технологиям (ИКТ),"Специалисты ВУК в области права, гуманитарных областей и культуры",Специалисты среднего уровня квалификации всего,В области науки и техники,Средний медицинский персонал здравоохранения,Специалисты (ср.квал) по экономической и административной деятельности,"Специалитсы (ср. квал) в области правовой, социальной работы, культуры, спорта и родственных занятий",Специалитсы (ср. квал) в области информационно-коммуникационным технологиям (ИКТ),"Служащие, занятые подготовкой и оформлением документации, учетом и обслуживанием, всего",Служащие общего профиля и обслуживающие офисную технику,Служащие сферы обслуживания населения,Служащие в сфере обработки числовой информации и учета материальных ценностей,"Работники сферы обслуживания и торговли, охраны граждан и собственности","Квалифицированные работники сельского и лесного хозяйства, рыбоводства и рыболовства","Квалифицированные рабочие промышленности, строительства, транспорта и рабочие родственных занятий","Операторы производственных установок и машин, сборщики и водители",Неквалифицированные рабочие,Не указано
7466,Республика Алтай,Республика Саха (Якутия),2019,49,0,0,12,1,5,5,0,1,0,12,0,3,0,0,0,4,0,3,0,0,0,6,0,0,12
7467,Республика Тыва,Республика Саха (Якутия),2019,52,2,0,16,1,8,4,0,0,0,12,0,5,1,0,0,3,0,1,0,3,0,0,0,2,11
7468,Республика Хакасия,Республика Саха (Якутия),2019,92,0,0,13,1,1,2,0,0,1,12,0,2,0,0,0,2,0,1,0,3,0,18,0,2,20
7469,Алтайский край,Республика Саха (Якутия),2019,243,2,1,22,2,4,6,1,1,1,34,4,3,1,2,0,6,3,1,0,8,3,28,0,5,61
7470,Красноярский край,Республика Саха (Якутия),2019,351,0,5,15,2,1,5,0,0,0,27,1,2,1,2,1,8,0,1,0,5,2,35,0,6,42
7471,Иркутская область,Республика Саха (Якутия),2019,612,5,3,40,3,3,13,3,0,1,70,4,3,6,5,2,15,2,10,0,23,6,58,3,16,118
7472,Кемеровская область,Республика Саха (Якутия),2019,153,1,5,4,0,0,1,0,1,0,20,1,2,0,2,0,8,1,3,0,9,0,22,1,5,26
7473,Новосибирская область,Республика Саха (Якутия),2019,779,1,10,54,7,9,8,1,0,4,51,3,4,4,5,1,8,0,6,0,24,1,36,1,12,97
7474,Омская область,Республика Саха (Якутия),2019,195,3,4,17,3,1,4,0,1,2,16,1,1,3,1,0,6,0,1,0,8,3,52,2,4,24
7475,Томская область,Республика Саха (Якутия),2019,185,1,1,10,2,1,3,1,0,0,7,0,1,0,0,0,0,0,0,0,3,0,5,0,1,10
7476,Дальневосточный федеральный округ,Республика Саха (Якутия),2019,23368,148,261,2441,145,367,821,132,78,175,2056,135,346,151,213,67,561,38,281,19,609,160,706,126,480,8496
7477,Республика Бурятия,Республика Саха (Якутия),2019,660,6,5,100,7,23,28,5,2,5,98,1,20,8,6,1,37,2,16,1,24,3,56,13,17,183
7478,Республика Саха (Якутия),Республика Саха (Якутия),2019,21200,112,243,2271,132,332,779,126,72,167,1852,125,314,143,205,64,490,34,249,14,550,147,532,103,427,8104
7479,Забайкальский край,Республика Саха (Якутия),2019,275,7,3,22,3,3,6,1,1,1,41,3,5,0,1,2,14,1,6,3,14,2,53,2,13,73
7480,Камчатский край,Республика Саха (Якутия),2019,21,6,0,1,0,1,0,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,2,1,0,3
7481,Приморский край,Республика Саха (Якутия),2019,309,4,2,5,0,1,0,0,0,0,14,1,0,0,0,0,3,0,2,0,4,2,12,3,5,21
7482,Хабаровский край,Республика Саха (Якутия),2019,459,3,7,19,2,4,2,0,2,1,14,2,1,0,0,0,10,1,4,1,3,3,16,1,9,33
7483,Амурская область,Республика Саха (Якутия),2019,351,5,1,15,1,2,4,0,1,0,32,3,4,0,0,0,4,0,1,0,10,1,28,1,6,64
7484,Магаданская область,Республика Саха (Якутия),2019,30,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,1,0,2
7485,Сахалинская область,Республика Саха (Якутия),2019,26,2,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4
7486,Еврейская автономная область,Республика Саха (Якутия),2019,20,0,0,2,0,0,1,0,0,1,3,0,1,0,1,0,0,0,0,0,3,0,4,0,2,4
7487,Чукотский авт.округ,Республика Саха (Якутия),2019,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,5
7488,Российская Федерация,Забайкальский край,2019,15148,923,132,1109,52,251,407,51,27,27,1295,49,259,67,102,29,912,17,246,15,586,164,869,53,199,8906
7489,Центральный федеральный округ,Забайкальский край,2019,261,37,1,24,1,3,9,3,1,0,18,0,3,0,0,1,14,3,1,0,8,1,17,0,5,136
7490,Белгородская область,Забайкальский край,2019,12,4,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,4
7491,Брянская область,Забайкальский край,2019,12,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,7
7492,Владимирская область,Забайкальский край,2019,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,1,1
7493,Воронежская область,Забайкальский край,2019,29,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,2,0,1,14
7494,Ивановская область,Забайкальский край,2019,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
7495,Калужская область,Забайкальский край,2019,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1
7496,Костромская область,Забайкальский край,2019,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
7497,Курская область,Забайкальский край,2019,14,3,0,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6
7498,Липецкая область,Забайкальский край,2019,7,2,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
7499,Московская область,Забайкальский край,2019,56,7,0,6,0,0,2,1,0,0,4,0,0,0,0,0,4,0,0,0,3,1,2,0,1,28
7500,Орловская область,Забайкальский край,2019,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
7501,Рязанская область,Забайкальский край,2019,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
7502,Смоленская область,Забайкальский край,2019,11,2,0,2,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,1,0,1,2
7503,Тамбовская область,Забайкальский край,2019,8,0,0,1,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
7504,Тверская область,Забайкальский край,2019,6,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
7505,Тульская область,Забайкальский край,2019,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
7506,Ярославская область,Забайкальский край,2019,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4
